"","Temperature Change","Total Grains, Cereals and Root Production Quantity in 1000MT","Total Grains, Cereals and Root Food Supply in 1000MT","Total Grains, Cereals and Root Area Harvested in 1000Ha","Population in Millions","GDP in US dollars per person"
"1639",1.552,3670.924267,4345.020734,1440,25.043,457.4853176
"1640",1.816,5495.949965,5879.858536,1582.6,25.275,471.4174876
"1641",0.129,6154.040343,6478.163,1843.2,25.489,487.0928728
"1642",1.909,6006.387088,6265.622895,1717.54,25.708,520.1300966
"1643",1.353,6543.632016,6844.812084,1665.7,25.947,551.4128739
"1644",1.55,6665.054947,6941.312857,1665.56,26.214,585.6396604
"1645",1.363,6998.530496,7241.889096,1590.108,26.504,634.2587561
"1646",0.687,6851.207923,8448.453484,1601.2,26.812,683.4003259
"1647",1.06,7518.452804,9362.728828,1649.3,27.128,730.1503698
"1648",1.776,7541.929481,9322.205506,1706,27.445,783.0627935
"1649",1.038,7250.114625,10180.39065,1564.2,27.76,838.4338801
"1650",0.664,7718.901172,9745.177197,1658.4,28.077,896.9429897
"1651",0.111,1110.506661,1609.250064,682.16,5.775,828.9582832
"1652",-0.169,1182.228294,1432.712381,601.045,5.968,851.6267864
"1653",0.318,931.1278413,1136.850572,565,6.166,801.0945073
"1654",0.956,1116.227712,1326.041712,653.658,6.369,760.3082358
"1655",0.504,1061.983209,1301.911494,621.81,6.575,734.006427
"1656",0.165,1333.952274,1543.430126,708.902,6.785,722.7779858
"1657",0.028,1472.057306,1636.749704,750.438,6.998,705.8514907
"1658",0.942,1320.846919,1456.231552,790.035,7.214,703.0377521
"1659",0.63,2226.102799,2394.696595,911.039,7.432,725.2766408
"1660",0.144,2196.139943,2319.139943,1246.421,7.647,697.6705412
"1661",0.741,1454.088579,1489.882894,1002.425,7.86,675.4988569
"1662",0.114,1481.124333,1778.053751,861.309,8.068,657.8461256
"1663",0.708,860.4775658,1679.495537,913.964,8.272,630.5166595
"1664",0.013,2037.623925,2074.193454,887.501,8.478,657.0128248
"1665",0.344,1434.727129,1828.465521,965.44,8.693,585.4945677
"1666",0.706,1137.488939,1683.892844,780.853,8.919,554.5586422
"1667",0.769,1845.178433,1967.81466,952.973,9.162,577.3464755
"1668",0.496,1389.702573,1778.664713,922.325,9.418,580.1809647
"1669",1.037,1105.2612,1484.592954,794.594,9.682,553.8713044
"1670",0.239,1362.738525,1781.520405,932.473,9.945,551.2183839
"1671",0.133,1514.314986,1590.691544,887.716,10.202,556.2303229
"1672",0.356,1306.17326,1584.754935,835.112,10.45,569.6082433
"1673",0.768,1108.432995,1489.980242,695.359,10.693,575.1308573
"1674",0.939,1720.304329,2014.609971,971.3,10.938,591.0778218
"1675",0.413,1736.899529,1862.758667,929.948,11.192,608.8781812
"1676",1.159,1461.930984,1701.333511,746.022,11.462,626.291776
"1677",0.608,2014.127191,2101.527015,1074.238,11.75,649.1033459
"1678",0.864,1939.479287,2002.7313,870.475,12.055,671.6714762
"1679",0.543,2164.93663,2308.796055,851.574,12.38,693.5960619
"1680",0.571,2668.707616,2711.667456,1275.616,12.724,715.6362422
"1681",1.48,3579.384231,3617.144071,1435.363,13.089,748.6919551
"1682",0.952,3883.487727,3937.347567,1448.512,13.475,776.9607326
"1683",1.139,3722.977999,3749.837839,1402.861,13.884,808.6055525
"1684",-0.059,2019.772129,2175.330976,1699.34,7.289,632.9798834
"1685",-0.383,3339.999669,3368.500353,1915.377,7.571,685.7333576
"1686",0.164,2237.230717,2248.579717,1957.499,7.875,676.6287906
"1687",1.205,1234.799043,1309.598043,1917.567,8.194,660.5960375
"1688",0.471,1456.993903,1827.87793,1818.027,8.523,622.9825193
"1689",0.039,3459.085224,3612.049204,1852.478,8.855,641.2653608
"1690",0.026,3138.055334,3192.360334,1851.03,9.189,630.9278602
"1691",1.065,1548.013077,1595.174077,1789.027,9.523,615.8050189
"1692",0.454,3123.601748,3207.601748,1961.59,9.852,640.1954885
"1693",0.208,2597.943167,2649.943167,1718.575,10.169,652.4895212
"1694",0.544,2626.938494,2707.976122,1602.642,10.469,678.0846337
"1695",0.198,2107.645081,2209.134216,1576.137,10.748,697.0191607
"1696",1.083,532.6563924,2644.483588,1200.845,11.006,619.3126439
"1697",0.412,2555.954329,3022.773827,1732.763,11.245,612.5232529
"1698",-0.03,2903.593887,3069.834189,1971.595,11.47,655.9658433
"1699",0.933,1037.177998,1754.474954,1855.433,11.685,644.9138154
"1700",-0.146,3194.098141,3368.041524,2096.5,11.891,699.4013306
"1701",0.111,2775.992384,2976.742987,2203.583,12.087,706.504094
"1702",0.932,1968.574246,2438.516822,1700.349,12.262,716.5142787
"1703",0.157,2073.12853,2418.633679,1863.931,12.405,702.4623282
"1704",-0.302,2613.005918,2750.87466,1836.738,12.509,675.3110564
"1705",0.112,2049.218423,2504.955383,1631.836,12.575,681.4375375
"1706",0.522,842.2384299,2029.741127,1703.494,12.608,619.205369
"1707",0.444,1275.144633,2151.972043,1701.047,12.613,513.7672067
"1708",-0.027,2125.144058,2975.213172,2064.434,12.598,484.5061808
"1709",1.124,1247.501349,2064.601914,2185.51,12.571,457.8168191
"1710",-0.042,2038.892788,2475.489916,2337.49,12.53,443.4157014
"1711",0.363,1351.578056,2143.239512,1997.952,12.481,428.8935097
"1712",0.325,932.6034685,1940.574079,2286.614,12.452,353.9349249
"1713",-0.094,1677.731196,2256.195171,2146.74,12.474,374.4541954
"1714",1.06,1723.572567,2094.336542,1951.794,12.571,407.3100675
"1715",0.529,1765.470308,2407.634283,1994.544,12.754,443.8274186
"1716",0.614,1255.897663,1878.061638,1493.966,13.014,454.2003866
